"G.A.B. Canvass Reporting System",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Ward by Ward Report",,,,,,,,,,,,,
,,,,,,,,,,,,,
"2012 PRESIDENTIAL AND GENERAL ELECTION",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"President of the United States",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,"Total Votes Cast","REP","DEM","CON","IND",,"IND","IND","IND","IND","IND",
,,,"MITT ROMNEY
PAUL RYAN","BARACK OBAMA
JOE BIDEN","VIRGIL GOODE
JIM CLYMER","GARY JOHNSON
JAMES P. GRAY",,"GLORIA LA RIVA
FILBERTO RAMIREZ, JR.","JERRY WHITE
PHYLLIS SCHERRER","JILL STEIN
BEN MANSKI","ROSS C. ROCKY ANDERSON
LUIS J. RODRIGUEZ (WRITE-IN)","ROSEANNE BARR
CINDY LEE SHEEHAN (WRITE IN)","SCATTERING"
,"CITY OF MILWAUKEE WARD 280","1,693",641,"1,034",4,7,,0,0,3,0,0,4
,"CITY OF MILWAUKEE WARD 281",800,307,486,2,4,,0,0,1,0,0,0
,"CITY OF MILWAUKEE WARD 282",435,74,357,0,2,,1,0,0,0,0,1
,"CITY OF MILWAUKEE WARD 283",730,259,466,1,2,,0,0,1,0,0,1
,"CITY OF MILWAUKEE WARD 284",750,151,587,1,4,,1,0,2,0,0,4
,"CITY OF MILWAUKEE WARD 285",166,38,128,0,0,,0,0,0,0,0,0
,"CITY OF MILWAUKEE WARD 286",509,145,361,2,1,,0,0,0,0,0,0
,"CITY OF MILWAUKEE WARD 287",465,159,297,3,4,,0,0,2,0,0,0
,"CITY OF MILWAUKEE WARD 288","1,091",406,675,3,3,,0,0,3,0,0,1
,"CITY OF MILWAUKEE WARD 289",654,192,457,0,2,,0,0,2,0,0,1
,"CITY OF MILWAUKEE WARD 290",521,113,401,0,4,,1,0,2,0,0,0
,"CITY OF MILWAUKEE WARD 291",592,168,413,0,7,,1,1,2,0,0,0
,"CITY OF MILWAUKEE WARD 292",648,195,443,1,2,,0,0,5,0,0,2
,"CITY OF MILWAUKEE WARD 293",801,328,457,2,7,,0,0,5,0,0,2
,"CITY OF MILWAUKEE WARD 294",611,259,339,3,4,,0,0,3,0,0,3
,"CITY OF MILWAUKEE WARD 295",722,205,503,0,9,,0,0,3,0,0,2
,"CITY OF MILWAUKEE WARD 296",948,353,578,2,10,,1,0,3,0,0,1
,"CITY OF MILWAUKEE WARD 297",837,244,585,1,5,,0,0,1,0,0,1
,"CITY OF MILWAUKEE WARD 298",689,208,466,0,8,,0,0,4,0,0,3
,"CITY OF MILWAUKEE WARD 299",835,271,545,2,11,,0,0,5,0,0,1
,"CITY OF MILWAUKEE WARD 300","1,175",337,820,0,11,,0,0,6,0,0,1
,"CITY OF MILWAUKEE WARD 301","1,141",407,713,3,10,,0,0,6,0,0,2
,"CITY OF MILWAUKEE WARD 302",740,272,451,4,11,,0,0,2,0,0,0
,"CITY OF MILWAUKEE WARD 303","1,187",512,663,0,9,,0,0,3,0,0,0
,"CITY OF MILWAUKEE WARD 304",889,336,542,3,5,,0,0,2,0,0,1
,"CITY OF MILWAUKEE WARD 305",891,390,485,1,8,,1,0,3,0,0,3
,"CITY OF MILWAUKEE WARD 306",754,230,512,2,4,,0,0,3,0,0,3
,"CITY OF MILWAUKEE WARD 307",868,329,529,2,5,,0,0,1,0,0,2
,"CITY OF MILWAUKEE WARD 308",790,203,581,2,1,,0,0,2,0,0,1
,"CITY OF MILWAUKEE WARD 309","1,118",454,651,0,7,,0,1,2,0,0,3
,"CITY OF MILWAUKEE WARD 310",371,110,256,1,2,,0,0,1,0,0,1
,"CITY OF MILWAUKEE WARD 311",665,263,396,1,2,,0,0,0,0,0,3
,"CITY OF MILWAUKEE WARD 312",939,477,457,0,4,,0,0,0,0,0,1
,"CITY OF MILWAUKEE WARD 313","1,825",768,"1,039",1,10,,0,0,3,0,0,4
,"CITY OF MILWAUKEE WARD 314",721,347,365,1,6,,0,0,1,0,0,1
,"CITY OF MILWAUKEE WARD 315","1,349",592,744,6,3,,0,1,1,0,0,2
,"CITY OF MILWAUKEE WARD 316",787,352,422,2,5,,0,1,2,0,0,3
,"CITY OF MILWAUKEE WARD 317",865,355,497,0,9,,1,0,0,0,0,3
,"CITY OF MILWAUKEE WARD 320",41,5,35,0,0,,0,0,1,0,0,0
,"CITY OF MILWAUKEE WARD 321",237,21,213,1,1,,0,1,0,0,0,0
,"CITY OF MILWAUKEE WARD 322",146,28,118,0,0,,0,0,0,0,0,0
,"CITY OF MILWAUKEE WARD 323",284,41,240,1,2,,0,0,0,0,0,0
,"CITY OF MILWAUKEE WARD 324",133,15,118,0,0,,0,0,0,0,0,0
,"CITY OF MILWAUKEE WARD 325",391,84,302,0,2,,0,0,1,0,0,2
,"CITY OF MILWAUKEE WARD 326",4,4,0,0,0,,0,0,0,0,0,0
,"CITY OF MILWAUKEE WARD 327",0,0,0,0,0,,0,0,0,0,0,0
,"CITY OF OAK CREEK Wards 1-3","3,066","1,658","1,393",3,5,,0,0,6,0,0,1
,"CITY OF OAK CREEK Wards 4-6","2,942","1,457","1,460",3,15,,0,0,2,0,0,5
,"CITY OF OAK CREEK Wards 7-9","3,003","1,609","1,359",4,14,,1,1,9,0,0,6
,"CITY OF OAK CREEK Wards 10-12","3,464","1,932","1,485",10,20,,0,2,9,0,0,6
,"CITY OF OAK CREEK Wards 13-15","3,351","1,984","1,341",3,14,,0,1,7,0,0,1
,"CITY OF OAK CREEK Wards 16-19","2,824","1,393","1,404",2,15,,2,0,3,0,0,5
,"CITY OF ST. FRANCIS Wards 1 - 4","1,658",732,904,1,12,,0,0,6,0,0,3
,"CITY OF ST. FRANCIS Wards 5 - 8","1,807",771,"1,008",2,17,,0,0,7,0,0,2
,"CITY OF ST. FRANCIS Wards 9 - 12","1,876",793,"1,065",0,9,,0,0,5,0,0,4
,"CITY OF SOUTH MILWAUKEE Wards 1 - 4","2,712","1,186","1,471",8,26,,0,1,14,0,0,6
,"CITY OF SOUTH MILWAUKEE Wards 5 - 8","2,516","1,112","1,368",10,16,,0,1,3,0,0,6
,"CITY OF SOUTH MILWAUKEE Wards 9 - 12","3,038","1,479","1,516",8,24,,1,1,4,0,0,5
,"CITY OF SOUTH MILWAUKEE Wards 13 -16","2,694","1,185","1,465",3,24,,2,0,4,0,0,11
,"CITY OF WAUWATOSA WARD 1","1,268",551,705,0,8,,0,0,2,0,0,2
,"CITY OF WAUWATOSA WARD 2","1,264",499,751,0,8,,0,0,3,0,0,3
,"CITY OF WAUWATOSA WARD 3","1,360",616,730,0,11,,0,0,1,0,0,2
,"CITY OF WAUWATOSA WARD 4","1,810",909,880,1,13,,0,0,4,0,0,3
,"CITY OF WAUWATOSA WARD 5",985,507,466,1,4,,0,0,4,0,0,3
,"CITY OF WAUWATOSA WARD 6",917,402,490,1,16,,0,0,5,0,0,3
,"CITY OF WAUWATOSA WARD 7","1,272",762,488,2,16,,0,0,2,0,0,2
,"CITY OF WAUWATOSA WARD 8",697,382,311,1,3,,0,0,0,0,0,0
,"CITY OF WAUWATOSA WARD 9","1,426",777,630,2,8,,0,0,6,0,0,3
,"CITY OF WAUWATOSA WARD 10","1,194",496,677,2,12,,0,0,3,0,0,4
,"CITY OF WAUWATOSA WARD 11","1,303",531,757,0,11,,1,0,2,0,0,1
,"CITY OF WAUWATOSA WARD 12","1,506",820,669,1,9,,0,0,3,0,0,4
,"CITY OF WAUWATOSA WARD 13",666,280,378,0,5,,0,0,0,0,0,3
,"CITY OF WAUWATOSA WARD 14","1,394",558,824,1,7,,0,0,2,0,0,2
,"CITY OF WAUWATOSA WARD 15","1,451",544,894,0,9,,0,0,2,0,0,2
,"CITY OF WAUWATOSA WARD 16","1,490",749,722,1,7,,1,0,7,0,0,3
,"CITY OF WAUWATOSA WARD 17","1,227",748,473,0,4,,0,0,2,0,0,0
,"CITY OF WAUWATOSA WARD 18","1,135",564,558,0,11,,0,0,2,0,0,0
,"CITY OF WAUWATOSA WARD 19","1,261",621,628,3,7,,0,1,1,0,0,0
,"CITY OF WAUWATOSA WARD 20","1,384",750,619,0,10,,1,0,4,0,0,0
,"CITY OF WAUWATOSA WARD 21","1,176",645,512,2,10,,0,0,4,0,0,3
,"CITY OF WAUWATOSA WARD 22","1,253",637,602,2,5,,1,0,4,0,0,2
,"CITY OF WAUWATOSA WARD 23","1,224",660,555,3,5,,0,0,0,0,1,0
,"CITY OF WAUWATOSA WARD 24","1,196",539,647,1,7,,0,0,1,0,0,1
,"CITY OF WEST ALLIS Ward 1","1,028",436,569,3,15,,0,0,3,0,0,2
,"CITY OF WEST ALLIS Ward 2","1,277",465,793,3,9,,1,1,1,0,0,4
,"CITY OF WEST ALLIS Ward 3",898,312,567,2,9,,0,0,5,0,0,3
,"CITY OF WEST ALLIS Ward 4","1,437",644,774,2,7,,0,1,6,0,0,3
,"CITY OF WEST ALLIS Ward 5","1,065",465,584,2,10,,0,0,3,0,0,1
,"CITY OF WEST ALLIS Ward 6","1,030",480,539,3,6,,0,0,2,0,0,0
,"CITY OF WEST ALLIS Ward 7","1,228",536,669,5,14,,1,1,2,0,0,0
,"CITY OF WEST ALLIS Ward 8","1,055",414,625,5,4,,1,0,4,0,0,2
,"CITY OF WEST ALLIS Ward 9","1,403",696,682,2,13,,0,1,2,0,0,7
,"CITY OF WEST ALLIS Ward 10","1,228",547,661,3,13,,0,0,2,0,0,2
,"CITY OF WEST ALLIS Ward 11","1,552",782,750,3,12,,0,0,3,0,0,2
,"CITY OF WEST ALLIS Ward 12","1,350",702,626,3,15,,0,0,1,0,0,3
,"CITY OF WEST ALLIS Ward 13","1,812",923,865,6,15,,0,0,2,0,0,1
,"CITY OF WEST ALLIS Ward 14","1,045",442,582,3,11,,1,0,6,0,0,0
,"CITY OF WEST ALLIS Ward 15","1,021",498,505,3,9,,0,0,3,0,0,3
,"CITY OF WEST ALLIS Ward 16",992,489,495,0,6,,0,1,1,0,0,0
,"CITY OF WEST ALLIS Ward 17","1,531",775,740,3,7,,0,0,3,0,0,3
,"CITY OF WEST ALLIS Ward 18","1,625",826,774,3,15,,0,0,3,0,0,4
,"CITY OF WEST ALLIS Ward 19","1,504",784,691,5,15,,2,1,5,0,0,1
,"CITY OF WEST ALLIS Ward 20","1,061",494,558,2,2,,0,0,3,0,0,2
,"CITY OF WEST ALLIS Ward 21","1,369",616,741,1,8,,0,0,1,0,0,2
,"CITY OF WEST ALLIS Ward 22","1,130",527,586,1,6,,1,0,5,0,0,4
,"CITY OF WEST ALLIS Ward 23","1,514",796,705,1,7,,0,0,5,0,0,0
,"CITY OF WEST ALLIS Ward 24","1,023",397,612,0,10,,0,0,3,0,0,1
,"CITY OF WEST ALLIS Ward 25","1,365",748,604,0,5,,0,1,7,0,0,0
,"County Totals:","492,576","154,924","332,438",594,"2,623",,98,78,"1,042",2,2,775
"MONROE ","TOWN OF ADRIAN WARD 1",410,244,163,0,1,,0,1,1,0,0,0
,"TOWN OF ANGELO WARDS 1 - 3",587,326,252,3,4,,0,1,1,0,0,0
,"TOWN OF BYRON WARD 1",581,291,281,0,1,,0,0,2,0,3,3
,"TOWN OF CLIFTON WARD 1",224,106,114,1,1,,1,0,0,0,0,1
,"TOWN OF GLENDALE WARD 1",316,183,125,2,4,,0,0,2,0,0,0
,"TOWN OF GRANT WARD 1",222,149,70,1,1,,0,0,1,0,0,0
,"TOWN OF GREENFIELD WARDS 1 & 2",390,230,157,0,3,,0,0,0,0,0,0
,"TOWN OF JEFFERSON WARD 1",275,128,146,0,1,,0,0,0,0,0,0
,"TOWN OF LAFAYETTE WARDS 1 & 2",158,92,63,0,0,,0,0,1,0,0,2
,"TOWN OF LA GRANGE WARD 1 B, 2 B, 3 B",68,45,22,0,1,,0,0,0,0,0,0
,"TOWN OF LA GRANGE WARD 1 A, 2 A, 3 A",976,527,440,3,4,,0,1,1,0,0,0
,"TOWN OF LEON WARDS 1 & 2",589,342,243,1,2,,0,0,0,0,0,1
,"TOWN OF LINCOLN WARD 1",432,291,136,1,3,,0,0,0,0,0,1
,"TOWN OF LITTLE FALLS WARDS 1 & 2",693,319,367,0,3,,0,0,1,0,0,3
,"TOWN OF NEW LYME WARD 1",90,48,41,0,1,,0,0,0,0,0,0
,"TOWN OF OAKDALE WARD 1",344,189,152,0,2,,0,0,0,0,0,1
,"TOWN OF PORTLAND WARD 1",376,181,189,0,3,,0,0,0,0,0,3
,"TOWN OF RIDGEVILLE WARD 1",252,122,130,0,0,,0,0,0,0,0,0
,"TOWN OF SCOTT WARD 1",56,43,13,0,0,,0,0,0,0,0,0
,"TOWN OF SHELDON WARD 1",224,147,75,0,2,,0,0,0,0,0,0
,"TOWN OF SPARTA WARDS 1 - 6","1,578",814,745,5,6,,1,1,4,0,0,2
,"TOWN OF TOMAH WARDS 1 & 2",705,413,286,1,5,,0,0,0,0,0,0
,"TOWN OF WELLINGTON WARDS 1 & 2",265,115,145,0,4,,0,0,0,0,0,1
,"TOWN OF WELLS WARD 1",276,137,138,0,0,,0,0,1,0,0,0
,"TOWN OF WILTON WARDS 1 - 5",245,120,120,0,3,,0,0,2,0,0,0
,"VILLAGE OF CASHTON WARDS 1 & 2",469,183,278,0,5,,1,0,2,0,0,0
,"VILLAGE OF KENDALL WARD 1",193,65,124,0,4,,0,0,0,0,0,0
,"VILLAGE OF MELVINA WARD 1",31,13,18,0,0,,0,0,0,0,0,0
,"VILLAGE OF NORWALK WARD 1",213,97,114,0,0,,2,0,0,0,0,0
,"VILLAGE OF OAKDALE WARD 1",112,58,54,0,0,,0,0,0,0,0,0
,"VILLAGE OF WARRENS WARD 1",204,127,71,1,5,,0,0,0,0,0,0
,"VILLAGE OF WILTON WARD 1",221,95,125,0,1,,0,0,0,0,0,0
,"VILLAGE OF WYEVILLE WARD 1",58,30,25,1,0,,0,0,1,0,0,1
,"CITY OF SPARTA WARDS 1-6","1,408",656,724,2,21,,0,0,2,0,0,3
,"CITY OF SPARTA WARDS 7-12","1,344",560,767,4,6,,0,2,3,0,0,2
,"CITY OF SPARTA WARDS 13-18","1,063",437,605,3,9,,0,0,5,0,0,4
,"CITY OF TOMAH WARDS 1-6","1,146",489,631,7,8,,1,0,8,0,0,2
,"CITY OF TOMAH WARD 5A",0,0,0,0,0,,0,0,0,0,0,0
,"CITY OF TOMAH WARDS 7-11","1,381",666,686,5,7,,0,2,8,0,0,7
,"CITY OF TOMAH WARDS 12-16","1,310",597,680,6,11,,0,0,9,1,1,5
,"CITY OF TOMAH WARD 17",0,0,0,0,0,,0,0,0,0,0,0
,"County Totals:","19,485","9,675","9,515",47,132,,6,8,55,1,4,42
"OCONTO ","TOWN OF ABRAMS Wards 1-3","1,052",594,443,1,9,,1,0,3,0,0,1
,"TOWN OF BAGLEY Ward 1",164,91,70,0,3,,0,0,0,0,0,0
,"TOWN OF BRAZEAU Wards 1-3",787,447,332,1,5,,0,0,0,0,0,2
,"TOWN OF BREED Ward 1",375,224,140,5,4,,0,0,1,0,0,1
,"TOWN OF CHASE Wards 1-5","1,588",893,672,5,11,,1,0,2,0,0,4
,"TOWN OF DOTY WARD 1",197,128,69,0,0,,0,0,0,0,0,0
,"TOWN OF GILLETT Wards 1 & 2",558,381,170,0,6,,0,1,0,0,0,0
,"TOWN OF HOW Wards 1&2",326,206,110,0,7,,0,0,2,0,0,1
,"TOWN OF LAKEWOOD Ward 1",570,324,239,1,2,,1,0,3,0,0,0
,"TOWN OF LENA Ward 1",369,198,168,1,1,,0,0,1,0,0,0
,"TOWN OF LITTLE RIVER Wards 1&2",561,271,284,0,5,,0,0,0,0,0,1
,"TOWN OF LITTLE SUAMICO Wards 1-8","2,564","1,511","1,027",4,17,,0,0,3,0,0,2
,"TOWN OF MAPLE VALLEY Ward 1",383,233,145,1,3,,1,0,0,0,0,0
,"TOWN OF MORGAN Wards 1&2",567,328,230,1,6,,0,0,2,0,0,0
,"TOWN OF MOUNTAIN Ward 1",551,285,261,0,3,,0,0,2,0,0,0
,"TOWN OF OCONTO Wards 1-3",740,382,355,1,0,,0,0,1,0,0,1
,"TOWN OF OCONTO FALLS Wards 1&2",666,388,266,2,5,,0,0,4,0,0,1
,"TOWN OF PENSAUKEE Wards 1&2",752,403,341,1,5,,0,1,1,0,0,0
,"TOWN OF RIVERVIEW Wards 1&2",507,245,260,1,1,,0,0,0,0,0,0
,"TOWN OF SPRUCE Wards 1&2",443,235,203,0,4,,0,0,1,0,0,0
,"TOWN OF STILES Wards 1&2",796,413,368,2,10,,0,0,1,0,0,2
,"TOWN OF TOWNSEND Ward 1",658,351,297,1,5,,0,0,1,0,0,3
,"TOWN OF UNDERHILL Ward 1",421,229,190,0,1,,0,0,1,0,0,0
,"VILLAGE OF LENA WARD 1",248,112,131,1,3,,0,1,0,0,0,0
,"VILLAGE OF PULASKI Ward 5",0,0,0,0,0,,0,0,0,0,0,0
,"VILLAGE OF SURING WARD 1",222,120,97,2,3,,0,0,0,0,0,0
,"CITY OF GILLETT WARDS 1-3",594,308,282,1,0,,0,0,1,0,0,2
,"CITY OF OCONTO WARDS 1-7","1,968",813,"1,130",3,13,,0,0,4,1,0,4
,"CITY OF OCONTO FALLS WARDS 1-5","1,232",628,585,0,6,,2,0,9,0,0,2
,"County Totals:","19,859","10,741","8,865",35,138,,6,3,43,1,0,27
"ONEIDA ","TOWN OF CASSIAN Wards 1 & 2",706,377,324,2,3,,0,0,0,0,0,0
,"TOWN OF CRESCENT Wards 1 - 3","1,329",620,696,3,10,,0,0,0,0,0,0
,"TOWN OF ENTERPRISE WARD 1",238,131,104,0,2,,0,0,1,0,0,0
,"TOWN OF HAZELHURST WARDS 1-2",823,445,370,1,2,,0,0,0,0,0,5
,"TOWN OF LAKE TOMAHAWK Ward 1-2",661,383,271,3,2,,0,0,0,0,0,2
,"TOWN OF LITTLE RICE Ward 1",227,123,101,0,2,,0,0,1,0,0,0
,"TOWN OF LYNNE Ward 1",87,42,42,0,1,,0,0,2,0,0,0
,"TOWN OF MINOCQUA WARDS 1-7","3,100","1,853","1,221",4,6,,0,0,11,0,0,5
,"TOWN OF MONICO WARD 1",158,105,49,1,1,,0,0,2,0,0,0
,"TOWN OF NEWBOLD Ward 1",240,124,114,1,1,,0,0,0,0,0,0
,"TOWN OF NEWBOLD Ward 2.3.4","1,461",731,713,4,7,,0,0,4,0,0,2
,"TOWN OF NOKOMIS WARDS 1 & 2",878,387,480,2,6,,0,0,0,0,0,3
,"TOWN OF PELICAN Ward 1-4","1,521",709,782,5,15,,0,0,6,0,0,4
,"TOWN OF PIEHL Ward 1",55,23,31,0,1,,0,0,0,0,0,0
,"TOWN OF PINE LAKE Wards 1, 2, 3 and 4","1,590",733,834,3,14,,1,0,1,0,0,4
,"TOWN OF SCHOEPKE Ward 1",244,124,119,1,0,,0,0,0,0,0,0
,"TOWN OF STELLA Wards 1-2",367,162,202,1,2,,0,0,0,0,0,0
,"TOWN OF SUGAR CAMP WARDS 1-2","1,117",678,418,1,14,,0,0,3,0,0,3
,"TOWN OF THREE LAKES WARDS 1-4","1,508",925,560,4,12,,0,0,1,2,0,4
,"TOWN OF WOODBORO Ward 1",534,260,272,0,1,,0,0,1,0,0,0
,"TOWN OF WOODRUFF WARDS 1-3","1,272",679,576,4,4,,1,0,5,0,0,3
,"CITY OF RHINELANDER Ward 1",431,131,294,1,2,,0,0,0,0,0,3
,"CITY OF RHINELANDER Wards 2-3",436,151,276,0,5,,0,1,3,0,0,0
,"CITY OF RHINELANDER Wards 4-5",421,147,268,2,4,,0,0,0,0,0,0
,"CITY OF RHINELANDER Wards 6-7",414,162,242,2,7,,0,0,1,0,0,0
,"CITY OF RHINELANDER Wards 8-9",513,195,311,2,4,,0,0,0,0,0,1
,"CITY OF RHINELANDER Ward 10",439,195,240,1,2,,0,0,0,0,0,1
,"CITY OF RHINELANDER Wards 11-12",429,149,272,0,5,,0,0,1,0,0,2
,"CITY OF RHINELANDER Wards 13-14",453,173,270,3,2,,0,0,1,0,0,4
,"County Totals:","21,652","10,917","10,452",51,137,,2,1,44,2,0,46
"OUTAGAMIE ","TOWN OF BLACK CREEK Wards 1-2",665,392,262,1,6,,1,0,1,0,0,2
,"TOWN OF BOVINA Wards 1-2",637,349,284,0,3,,0,0,1,0,0,0
,"TOWN OF BUCHANAN Wards 1-10","3,896","2,138","1,701",8,40,,2,0,5,0,0,2
,"TOWN OF CENTER Ward 1-7","2,094","1,311",746,3,26,,0,0,1,0,0,7
,"TOWN OF CICERO WARDS 1-2",557,317,236,0,3,,0,0,1,0,0,0
,"TOWN OF DALE WARDS 1-3","1,555",974,563,1,12,,0,0,3,0,0,2
,"TOWN OF DEER CREEK WARD 1",286,152,129,0,1,,1,0,2,0,0,1
,"TOWN OF ELLINGTON WARDS 1-5","1,563",954,590,5,9,,0,0,3,0,0,2
,"TOWN OF FREEDOM Wards 1 - 8","3,218","1,836","1,344",6,20,,0,1,7,0,0,4
,"TOWN OF GRAND CHUTE Wards 1-3","2,818","1,567","1,219",1,26,,0,0,4,0,0,1
,"TOWN OF GRAND CHUTE Wards 4-6","1,905","1,020",857,2,18,,0,0,5,0,0,3
,"TOWN OF GRAND CHUTE Ward 7",713,324,372,2,6,,0,0,4,0,0,5
,"TOWN OF GRAND CHUTE Ward 8",187,95,91,0,0,,0,0,1,0,0,0
,"TOWN OF GRAND CHUTE Wards 9-11","1,263",620,613,5,15,,0,1,5,0,0,4
,"TOWN OF GRAND CHUTE Wards 12-14","2,545","1,335","1,152",4,38,,0,1,5,0,0,10
,"TOWN OF GRAND CHUTE Wards 15-17","2,286","1,248","1,009",8,17,,0,0,3,0,0,1
,"TOWN OF GRAND CHUTE Ward 18",0,0,0,0,0,,0,0,0,0,0,0
,"TOWN OF GREENVILLE WARDS 1-3 &  5-8","4,924","3,125","1,746",3,39,,1,1,3,0,0,6
,"TOWN OF GREENVILLE WARDS 4 & 9","1,156",682,459,3,6,,0,0,2,0,2,2
,"TOWN OF HORTONIA WARDS 1-2",619,409,207,1,2,,0,0,0,0,0,0
,"TOWN OF KAUKAUNA WARDS 1-3",718,433,276,3,3,,0,0,3,0,0,0
,"TOWN OF LIBERTY Ward 1",464,283,170,4,2,,1,0,2,0,0,2
,"TOWN OF MAINE Ward 1",428,239,184,0,5,,0,0,0,0,0,0
,"TOWN OF MAPLE CREEK WARD 1",315,177,135,0,3,,0,0,0,0,0,0
,"TOWN OF ONEIDA Wards 1 - 6","2,085",897,"1,155",6,19,,2,0,2,0,0,4
,"TOWN OF OSBORN WARDS 1-2",672,410,248,2,10,,0,0,1,0,0,1
,"TOWN OF SEYMOUR Wards 1 & 2",601,379,213,0,8,,0,0,0,0,0,1
,"TOWN OF VANDENBROEK WARDS 1-3",871,511,355,3,1,,0,0,0,0,0,1
,"VILLAGE OF BEAR CREEK WARD 1",138,57,80,0,1,,0,0,0,0,0,0
,"VILLAGE OF BLACK CREEK WARDS 1 & 2",616,321,289,1,3,,0,0,1,0,0,1
,"VILLAGE OF COMBINED LOCKS WARDS 1-4","1,936",985,929,3,16,,0,0,2,0,0,1
,"VILLAGE OF HORTONVILLE WARDS 1-3","1,491",827,645,2,11,,0,0,5,0,0,1
,"VILLAGE OF HOWARD WARD 17",0,0,0,0,0,,0,0,0,0,0,0
,"VILLAGE OF KIMBERLY WARDS 1-9","3,604","1,619","1,936",4,26,,2,0,9,0,0,8
,"VILLAGE OF LITTLE CHUTE Wards1,4,5,14","1,355",704,638,2,9,,0,0,1,0,0,1
,"VILLAGE OF LITTLE CHUTE Wards 2, 6, 8, 12, 13",947,423,508,5,9,,1,0,1,0,0,0
,"VILLAGE OF LITTLE CHUTE Wards 3, 9, 10, 11","2,088",928,"1,129",5,23,,0,0,1,0,0,2
,"VILLAGE OF LITTLE CHUTE Ward 7","1,055",523,521,0,9,,0,0,2,0,0,0
,"VILLAGE OF NICHOLS WARD 1",106,60,44,0,1,,0,0,1,0,0,0
,"VILLAGE OF SHIOCTON WARD 1",429,171,253,0,4,,0,0,0,0,0,1
,"VILLAGE OF WRIGHTSTOWN WARD 4",106,78,28,0,0,,0,0,0,0,0,0
,"CITY OF APPLETON Ward 1",739,267,449,3,15,,0,1,1,0,0,3
,"CITY OF APPLETON Ward 2","1,398",507,851,2,28,,0,0,7,0,0,3
,"CITY OF APPLETON Ward 3","1,617",485,"1,082",9,25,,1,2,11,0,0,2
,"CITY OF APPLETON Ward 4",842,375,448,1,15,,0,0,1,0,0,2
,"CITY OF APPLETON Ward 5",4,4,0,0,0,,0,0,0,0,0,0
,"CITY OF APPLETON Ward 6",563,213,336,2,6,,0,0,3,0,0,3
,"CITY OF APPLETON Ward 7","1,133",538,579,3,8,,1,0,3,0,0,1
,"CITY OF APPLETON Ward 8","1,121",226,856,1,19,,0,0,16,0,0,3
,"CITY OF APPLETON Ward 9",865,371,474,0,13,,0,0,4,0,1,2
,"CITY OF APPLETON Ward 10",653,285,358,0,7,,0,0,2,0,0,1
,"CITY OF APPLETON Ward 11",529,254,269,0,5,,0,0,0,0,0,1
,"CITY OF APPLETON Ward 15",846,437,395,1,8,,0,1,3,0,0,1
,"CITY OF APPLETON Ward 16",719,323,384,0,9,,0,0,2,0,0,1
,"CITY OF APPLETON Ward 17",790,389,391,2,4,,0,0,2,0,0,2
,"CITY OF APPLETON Ward 18",637,369,261,1,4,,0,0,1,0,0,1
,"CITY OF APPLETON Ward 19","1,433",954,464,0,13,,0,0,2,0,0,0
,"CITY OF APPLETON Ward 20",884,562,314,0,5,,0,1,2,0,0,0
,"CITY OF APPLETON Ward 21",29,20,9,0,0,,0,0,0,0,0,0
,"CITY OF APPLETON Ward 22",18,15,3,0,0,,0,0,0,0,0,0
,"CITY OF APPLETON Ward 23",0,0,0,0,0,,0,0,0,0,0,0
,"CITY OF APPLETON Ward 24",480,211,253,1,7,,0,0,4,1,0,3
,"CITY OF APPLETON Ward 25",935,364,540,2,25,,0,0,4,0,0,0
,"CITY OF APPLETON Ward 27","1,007",412,567,0,13,,0,1,9,0,0,5
,"CITY OF APPLETON Ward 28",984,407,551,3,16,,0,1,6,0,0,0
,"CITY OF APPLETON Ward 29","1,209",443,719,6,26,,0,1,7,0,0,7
,"CITY OF APPLETON Ward 30","1,041",390,623,4,23,,0,0,0,0,0,1
,"CITY OF APPLETON Ward 33","1,109",477,595,2,20,,0,1,9,0,0,5
,"CITY OF APPLETON Ward 34",301,91,204,0,6,,0,0,0,0,0,0
,"CITY OF APPLETON Ward 35","1,018",467,535,0,12,,1,0,1,0,0,2
,"CITY OF APPLETON Ward 36","1,330",570,723,4,27,,0,0,4,0,0,2
,"CITY OF APPLETON Ward 37",829,377,429,3,13,,1,0,4,0,0,2
,"CITY OF APPLETON Ward 38","1,193",712,464,3,9,,0,0,2,0,0,3
,"CITY OF APPLETON Ward 39",524,313,207,0,2,,0,0,0,0,0,2
,"CITY OF APPLETON Ward 40",15,11,4,0,0,,0,0,0,0,0,0
,"CITY OF APPLETON Ward 41",105,86,19,0,0,,0,0,0,0,0,0
,"CITY OF APPLETON Ward 42",905,411,477,0,9,,0,0,6,0,0,2
,"CITY OF APPLETON Ward 43",844,382,444,5,9,,0,0,4,0,0,0
,"CITY OF APPLETON Ward 48",159,50,106,0,2,,0,0,1,0,0,0
,"CITY OF APPLETON Ward 49",101,47,53,0,1,,0,0,0,0,0,0
,"CITY OF APPLETON Ward 50",143,59,79,0,2,,0,0,3,0,0,0
,"CITY OF APPLETON Ward 51",939,386,538,3,9,,0,0,3,0,0,0
,"CITY OF APPLETON Ward 52",116,54,60,0,2,,0,0,0,0,0,0
,"CITY OF APPLETON Ward 53",24,8,16,0,0,,0,0,0,0,0,0
