city,county,totalvote16,REP16,DEM16,CON16,LIB16,hidden16,WGR16,IND16,SCATTERING16,totalvote12,REP12,DEM12,CON12,IND12,hidden12,SCATTERING12
VILLAGE OF OGDENSBURG,WAUPACA,84,58,18,1,5,0,0,2,0,82,34,47,0,1,0,0
VILLAGE OF SCANDINAVIA,WAUPACA,169,92,65,2,6,0,3,0,1,195,92,99,0,4,0,0
CITY OF CLINTONVILLE,WAUPACA,1919,1145,631,5,76,0,20,14,28,1927,997,915,1,14,0,0
CITY OF MANAWA,WAUPACA,528,362,144,3,8,0,7,1,3,544,297,237,0,10,0,0
CITY OF MARION,WAUPACA,543,372,144,2,19,0,5,0,1,542,312,227,0,3,0,0
CITY OF NEW LONDON,WAUPACA,2445,1405,906,9,78,0,28,5,14,2424,1109,1290,3,20,0,0
CITY OF WAUPACA,WAUPACA,2697,1339,1172,9,107,0,45,11,14,2677,1238,1409,3,23,0,0
CITY OF WEYAUWEGA,WAUPACA,781,496,215,8,28,0,7,7,20,723,344,371,1,7,0,0
TOWN OF AURORA,WAUSHARA,558,378,155,5,13,0,2,1,4,517,320,190,0,7,0,0
TOWN OF BLOOMFIELD,WAUSHARA,564,420,113,4,17,0,6,2,2,524,368,149,5,2,0,0
TOWN OF COLOMA,WAUSHARA,374,234,123,0,9,0,4,2,2,379,194,177,0,6,0,0
TOWN OF DAKOTA,WAUSHARA,535,377,139,1,11,0,5,0,2,546,340,202,1,3,0,0
TOWN OF DEERFIELD,WAUSHARA,414,240,144,2,20,0,0,3,5,426,240,182,1,3,0,0
TOWN OF HANCOCK,WAUSHARA,300,198,89,6,5,0,0,2,0,284,172,108,4,0,0,0
TOWN OF LEON,WAUSHARA,839,558,239,5,23,0,10,0,4,858,466,381,2,7,0,0
TOWN OF MARION,WAUSHARA,1187,753,365,4,36,0,7,9,13,1190,673,502,2,11,0,0
TOWN OF MOUNT MORRIS,WAUSHARA,705,442,230,3,18,0,1,6,5,741,407,329,1,3,0,0
TOWN OF OASIS,WAUSHARA,239,157,76,1,3,0,0,1,1,219,134,85,0,0,0,0
TOWN OF PLAINFIELD,WAUSHARA,257,182,58,5,6,0,3,2,1,265,156,101,3,4,0,0
TOWN OF POY SIPPI,WAUSHARA,484,331,131,7,12,0,1,0,2,489,311,171,2,5,0,0
TOWN OF RICHFORD,WAUSHARA,234,172,50,1,10,0,0,0,1,236,150,82,1,3,0,0
TOWN OF ROSE,WAUSHARA,364,204,147,0,9,0,2,2,0,343,156,180,1,5,0,0
TOWN OF SAXEVILLE,WAUSHARA,610,392,179,3,17,0,8,6,5,579,312,262,0,3,0,0
TOWN OF SPRINGWATER,WAUSHARA,788,466,279,5,22,0,7,5,4,829,423,401,0,3,0,0
TOWN OF WARREN,WAUSHARA,334,203,115,2,7,0,5,0,2,336,161,170,2,2,0,0
TOWN OF WAUTOMA,WAUSHARA,745,467,241,2,21,0,7,5,2,750,402,338,2,8,0,0
VILLAGE OF COLOMA,WAUSHARA,227,146,70,0,8,0,0,1,2,204,98,104,0,2,0,0
VILLAGE OF HANCOCK,WAUSHARA,195,114,65,0,9,0,3,2,2,214,102,108,0,2,0,0
VILLAGE OF LOHRVILLE,WAUSHARA,205,122,73,0,6,0,3,1,0,194,79,114,0,1,0,0
VILLAGE OF PLAINFIELD,WAUSHARA,369,215,148,1,4,0,1,0,0,365,174,188,0,2,0,0
VILLAGE OF REDGRANITE,WAUSHARA,398,247,129,4,8,0,8,1,1,422,175,236,1,7,0,0
VILLAGE OF WILD ROSE,WAUSHARA,337,184,132,0,10,0,4,1,6,335,145,185,1,4,0,0
CITY OF BERLIN,WAUSHARA,52,34,15,1,1,0,0,0,1,50,36,13,0,1,0,0
CITY OF WAUTOMA,WAUSHARA,760,431,286,6,21,0,9,1,6,753,368,377,0,8,0,0
TOWN OF ALGOMA,WINNEBAGO,4312,2413,1609,24,169,0,27,20,50,4418,2557,1819,4,34,0,0
TOWN OF BLACK WOLF,WINNEBAGO,1604,973,547,11,46,0,8,8,11,1615,943,658,2,10,0,0
TOWN OF CLAYTON,WINNEBAGO,2506,1582,738,16,105,0,26,15,24,2391,1478,879,1,32,0,0
TOWN OF MENASHA,WINNEBAGO,3621,1674,1669,19,158,0,37,26,38,9583,4802,4607,13,129,0,0
TOWN OF NEENAH,WINNEBAGO,2199,1197,842,10,97,0,18,20,15,2106,1175,903,1,25,0,0
TOWN OF NEKIMI,WINNEBAGO,870,591,240,2,25,0,5,2,5,898,528,359,0,9,0,0
TOWN OF NEPEUSKUN,WINNEBAGO,440,299,122,3,7,0,5,0,4,418,251,160,0,5,0,0
TOWN OF OMRO,WINNEBAGO,1345,849,433,4,36,0,10,7,6,1286,695,568,4,14,0,0
TOWN OF OSHKOSH,WINNEBAGO,1631,975,556,10,49,0,12,8,21,1613,936,656,2,14,0,0
TOWN OF POYGAN,WINNEBAGO,755,493,216,5,27,0,6,3,5,754,425,323,0,6,0,0
TOWN OF RUSHFORD,WINNEBAGO,904,599,263,2,25,0,6,3,6,880,494,371,2,11,0,0
TOWN OF UTICA,WINNEBAGO,812,509,249,4,29,0,6,10,5,811,494,306,3,6,0,0
TOWN OF VINLAND,WINNEBAGO,1206,716,428,3,35,0,8,9,7,1179,667,501,1,10,0,0
TOWN OF WINCHESTER,WINNEBAGO,1097,698,329,1,43,0,12,5,9,1126,656,452,2,15,0,0
TOWN OF WINNECONNE,WINNEBAGO,1521,941,498,6,55,0,9,1,11,1546,903,623,0,20,0,0
TOWN OF WOLF RIVER,WINNEBAGO,732,516,189,2,21,0,1,1,2,748,476,265,3,4,0,0
VILLAGE OF FOX CROSSING,WINNEBAGO,6047,3227,2300,40,324,0,62,35,59,9583,4802,4607,13,129,0,0
VILLAGE OF WINNECONNE,WINNEBAGO,1370,842,434,6,61,0,14,4,9,1373,773,584,3,9,0,0
CITY OF APPLETON,WINNEBAGO,448,199,207,1,20,0,18,0,3,491,193,288,1,7,0,0
CITY OF MENASHA,WINNEBAGO,6881,3079,3199,42,335,0,102,43,81,7255,2882,4194,18,131,0,0
CITY OF NEENAH,WINNEBAGO,13467,6221,6103,56,656,0,164,87,180,13871,6350,7220,29,226,0,0
CITY OF OMRO,WINNEBAGO,1752,984,648,7,74,0,16,11,12,1702,814,855,4,28,0,0
CITY OF OSHKOSH,WINNEBAGO,31615,13868,15228,122,1421,0,491,140,345,33109,13630,18858,43,457,0,0
TOWN OF ARPIN,WOOD,450,295,129,2,20,0,3,1,0,446,256,182,0,8,0,0
TOWN OF AUBURNDALE,WOOD,433,314,95,3,17,0,3,1,0,409,260,144,0,5,0,0
TOWN OF CAMERON,WOOD,292,202,79,0,10,0,0,1,0,297,181,115,0,1,0,0
TOWN OF CARY,WOOD,241,163,70,1,5,0,1,1,0,229,142,85,0,2,0,0
TOWN OF CRANMOOR,WOOD,94,58,29,1,5,0,1,0,0,114,73,40,0,1,0,0
TOWN OF DEXTER,WOOD,197,121,72,1,2,0,1,0,0,188,83,103,1,1,0,0
TOWN OF GRAND RAPIDS,WOOD,4524,2612,1709,26,137,0,22,18,0,4660,2454,2155,10,34,0,0
TOWN OF HANSEN,WOOD,405,278,104,5,14,0,4,0,0,406,248,156,0,2,0,0
TOWN OF HILES,WOOD,99,74,20,0,4,0,0,1,0,99,62,34,3,0,0,0
TOWN OF LINCOLN,WOOD,947,589,318,1,29,0,4,6,0,935,549,372,5,8,0,0
TOWN OF MARSHFIELD,WOOD,443,290,136,1,11,0,4,1,0,462,265,195,1,1,0,0
TOWN OF MILLADORE,WOOD,351,203,128,2,14,0,3,1,0,356,174,181,0,1,0,0
TOWN OF PORT EDWARDS,WOOD,693,404,255,8,19,0,5,2,0,727,371,344,3,6,0,0
TOWN OF REMINGTON,WOOD,146,93,42,1,6,0,2,2,0,137,77,55,1,3,0,0
TOWN OF RICHFIELD,WOOD,829,530,247,6,35,0,6,5,0,816,492,306,3,8,0,0
TOWN OF ROCK,WOOD,487,338,129,1,12,0,5,2,0,486,290,185,1,6,0,0
TOWN OF RUDOLPH,WOOD,638,399,214,1,18,0,5,1,0,616,311,291,3,11,0,0
TOWN OF SARATOGA,WOOD,2771,1738,913,16,74,0,23,7,0,2794,1388,1364,13,25,0,0
TOWN OF SENECA,WOOD,647,363,255,2,20,0,4,3,0,636,325,301,0,5,0,0
TOWN OF SHERRY,WOOD,427,271,134,1,18,0,1,2,0,438,231,198,1,7,0,0
TOWN OF SIGEL,WOOD,588,340,213,3,22,0,8,2,0,586,302,277,2,5,0,0
TOWN OF WOOD,WOOD,476,306,140,2,25,0,2,1,0,463,259,200,0,4,0,0
VILLAGE OF ARPIN,WOOD,134,80,41,0,12,0,1,0,0,141,52,86,0,2,0,0
VILLAGE OF AUBURNDALE,WOOD,325,209,102,0,10,0,2,2,0,353,195,154,1,2,0,0
VILLAGE OF BIRON,WOOD,446,232,178,4,25,0,6,1,0,484,244,230,0,9,0,0
VILLAGE OF HEWITT,WOOD,478,275,181,1,16,0,3,2,0,450,253,191,0,5,0,0
VILLAGE OF MILLADORE,WOOD,136,79,47,2,5,0,3,0,0,133,59,69,1,4,0,0
VILLAGE OF PORT EDWARDS,WOOD,965,515,389,7,40,0,9,5,0,981,514,455,4,6,0,0
VILLAGE OF RUDOLPH,WOOD,251,140,101,2,5,0,2,1,0,257,109,142,0,6,0,0
VILLAGE OF VESPER,WOOD,296,188,89,2,15,0,2,0,0,296,175,117,2,2,0,0
CITY OF MARSHFIELD,WOOD,8944,4605,3761,38,356,0,128,56,0,9179,4538,4485,19,111,0,0
CITY OF NEKOOSA,WOOD,1077,638,381,4,39,0,13,2,0,1153,562,570,4,15,0,0
CITY OF PITTSVILLE,WOOD,426,270,126,4,22,0,4,0,0,447,266,171,2,8,0,0
CITY OF WISCONSIN RAPIDS,WOOD,8162,4286,3398,32,303,0,113,30,0,8726,3944,4628,22,118,0,0
